INDX_NR,SPECIES_ID,SPECIES
697450,UNKBS,Unknown bird - small
694311,ZX3,Sparrows
697306,UNKBS,Unknown bird - small
696898,UNKBM,Unknown bird - medium
695536,UNKBS,Unknown bird - small
691198,UNKBS,Unknown bird - small
697279,UNKBM,Unknown bird - medium
690993,UNKBS,Unknown bird - small
696001,UNKBM,Unknown bird - medium
695241,O2205,Mourning dove
697516,UNKBM,Unknown bird - medium
695697,UNKBM,Unknown bird - medium
695962,UNKBS,Unknown bird - small
694267,ZX3,Sparrows
691434,UNKBM,Unknown bird - medium
694458,ZX3,Sparrows
693667,UNKBS,Unknown bird - small
696943,O2205,Mourning dove
696082,UNKBS,Unknown bird - small
693107,UNKBM,Unknown bird - medium
696455,N5111,Killdeer
692422,UNKBS,Unknown bird - small
693021,UNKBS,Unknown bird - small
691900,UNKBS,Unknown bird - small
692348,O2205,Mourning dove
694293,UNKBM,Unknown bird - medium
688781,UNKBS,Unknown bird - small
689629,UNKBM,Unknown bird - medium
692766,K33,Hawks
696342,UNKBS,Unknown bird - small
692877,O2111,Rock pigeon
688728,NE1,Gulls
693352,UNKBS,Unknown bird - small
692842,UNKBS,Unknown bird - small
693335,YL001,European starling
692285,UNKBM,Unknown bird - medium
694562,UNKBM,Unknown bird - medium
693152,UNKBM,Unknown bird - medium
688794,UNKBS,Unknown bird - small
693408,I1102,Great blue heron
693159,ZX3,Sparrows
693811,UNKBM,Unknown bird - medium
693012,UNKBS,Unknown bird - small
691889,K33,Hawks
692720,UNKBM,Unknown bird - medium
684757,UNKBS,Unknown bird - small
694402,UNKBS,Unknown bird - small
691365,NE1,Gulls
690357,UNKBS,Unknown bird - small
689886,UNKBS,Unknown bird - small
690746,UNKBM,Unknown bird - medium
690846,UNKBM,Unknown bird - medium
690975,NE1,Gulls
689974,UNKBL,Unknown bird - large
692072,UNKBM,Unknown bird - medium
693238,UNKBS,Unknown bird - small
692167,UNKBS,Unknown bird - small
691470,UNKBS,Unknown bird - small
689561,UNKBS,Unknown bird - small
690403,UNKBS,Unknown bird - small
690397,UNKBS,Unknown bird - small
690818,UNKBM,Unknown bird - medium
691205,1G11,White-tailed deer
689060,ZX3,Sparrows
691271,UNKBS,Unknown bird - small
693899,R,Owls
689134,NE1,Gulls
688031,UNKBM,Unknown bird - medium
691036,UNKBM,Unknown bird - medium
689393,UNKBM,Unknown bird - medium
689462,UNKBM,Unknown bird - medium
681907,UNKBM,Unknown bird - medium
682701,UNKBM,Unknown bird - medium
687173,UNKBM,Unknown bird - medium
687971,UNKBS,Unknown bird - small
688992,UNKBS,Unknown bird - small
689305,UNKBM,Unknown bird - medium
691398,UNKBS,Unknown bird - small
689628,UNKBS,Unknown bird - small
686272,UNKBM,Unknown bird - medium
687841,UNKBS,Unknown bird - small
688575,UNKBM,Unknown bird - medium
686491,UNKBM,Unknown bird - medium
685390,UNKBS,Unknown bird - small
685295,I1102,Great blue heron
690703,UNKBM,Unknown bird - medium
689928,UNKBS,Unknown bird - small
687332,UNKBS,Unknown bird - small
684090,ZX3,Sparrows
688775,UNKBS,Unknown bird - small
683299,O2205,Mourning dove
690338,UNKBS,Unknown bird - small
684081,NE1,Gulls
687645,UNKBM,Unknown bird - medium
686930,UNKBL,Unknown bird - large
685975,UNKBS,Unknown bird - small
685007,UNKBM,Unknown bird - medium
684938,UNKBS,Unknown bird - small
683734,UNKBM,Unknown bird - medium
1079745,UNKBM,Unknown bird - medium
689029,UNKBM,Unknown bird - medium
682005,YI005,Barn swallow
683003,UNKBL,Unknown bird - large
688434,UNKBM,Unknown bird - medium
683563,UNKBS,Unknown bird - small
690495,UNKBM,Unknown bird - medium
686248,UNKBM,Unknown bird - medium
689212,UNKBM,Unknown bird - medium
690020,UNKBS,Unknown bird - small
685730,YI005,Barn swallow
686533,UNKBS,Unknown bird - small
688512,ZX3,Sparrows
685304,K1002,Turkey vulture
685983,O2205,Mourning dove
687522,K3302,Red-tailed hawk
687960,UNKBS,Unknown bird - small
683468,UNKBS,Unknown bird - small
685541,UNKBM,Unknown bird - medium
684458,UNKBS,Unknown bird - small
682805,ZT301,Common grackle
685625,UNKBS,Unknown bird - small
686192,UNKBM,Unknown bird - medium
682645,UNKBM,Unknown bird - medium
681300,UNKBS,Unknown bird - small
684742,NE1,Gulls
682273,UNKBS,Unknown bird - small
682647,UNKBS,Unknown bird - small
681619,NE1,Gulls
677866,UNKBL,Unknown bird - large
1078928,N6011,American woodcock
682083,1G11,White-tailed deer
676309,UNKBM,Unknown bird - medium
682949,UNKBS,Unknown bird - small
682682,UNKBM,Unknown bird - medium
683245,UNKBS,Unknown bird - small
681213,UNKBL,Unknown bird - large
683559,UNKBM,Unknown bird - medium
684370,UNKBM,Unknown bird - medium
684777,YL001,European starling
680902,UNKBS,Unknown bird - small
681379,UNKBS,Unknown bird - small
684971,UNKBM,Unknown bird - medium
687629,UNKBM,Unknown bird - medium
681232,UNKBM,Unknown bird - medium
676840,UNKBS,Unknown bird - small
677099,UNKBM,Unknown bird - medium
681824,UNKBS,Unknown bird - small
684701,UNKBM,Unknown bird - medium
685073,UNKBS,Unknown bird - small
686154,UNKBM,Unknown bird - medium
674515,K33,Hawks
681171,UNKBS,Unknown bird - small
832762,T1002,Chimney swift
681440,UNKBS,Unknown bird - small
676981,UNKBM,Unknown bird - medium
680498,UNKBS,Unknown bird - small
679388,UNKBS,Unknown bird - small
832401,UNKBM,Unknown bird - medium
680719,UNKBS,Unknown bird - small
681319,UNKBM,Unknown bird - medium
679372,UNKBM,Unknown bird - medium
680261,UNKBL,Unknown bird - large
687833,UNKBM,Unknown bird - medium
680877,UNKBM,Unknown bird - medium
680718,O2205,Mourning dove
681066,UNKBS,Unknown bird - small
683680,UNKBS,Unknown bird - small
679013,NE1,Gulls
832655,YI,Swallows
685340,O2111,Rock pigeon
680297,UNKBS,Unknown bird - small
680769,UNKBS,Unknown bird - small
677412,UNKBS,Unknown bird - small
679318,UNKBS,Unknown bird - small
832676,UNKBM,Unknown bird - medium
687065,O2205,Mourning dove
673681,UNKBS,Unknown bird - small
679841,YM11,Crows
682715,K1,New World vultures
678794,YL001,European starling
679522,UNKBS,Unknown bird - small
679987,YI001,Purple martin
681704,UNKBS,Unknown bird - small
679001,UNKBM,Unknown bird - medium
679936,UNKBS,Unknown bird - small
678412,UNKBS,Unknown bird - small
680287,YI,Swallows
680634,UNKBS,Unknown bird - small
680681,UNKBS,Unknown bird - small
680826,ZX3,Sparrows
677910,UNKBL,Unknown bird - large
682117,O2111,Rock pigeon
678294,K3201,Bald eagle
677256,UNKBS,Unknown bird - small
678191,UNKBM,Unknown bird - medium
678591,UNKBS,Unknown bird - small
678332,Z6007,American robin
680557,ZX3,Sparrows
678350,NE114,Laughing gull
680432,UNKBM,Unknown bird - medium
677214,UNKBM,Unknown bird - medium
677819,UNKBS,Unknown bird - small
672937,UNKBM,Unknown bird - medium
682849,K1002,Turkey vulture
680579,O2111,Rock pigeon
669599,UNKBM,Unknown bird - medium
832528,ZS008,Common yellowthroat
677537,ZX3,Sparrows
676416,UNKBM,Unknown bird - medium
674182,UNKBL,Unknown bird - large
675669,1C2,Microbats
677070,UNKBS,Unknown bird - small
676763,UNKBS,Unknown bird - small
677668,UNKBS,Unknown bird - small
675797,UNKBL,Unknown bird - large
675551,UNKBM,Unknown bird - medium
678196,UNKBM,Unknown bird - medium
674733,UNKBS,Unknown bird - small
672816,UNKBM,Unknown bird - medium
974264,1G11,White-tailed deer
672909,1D21,Eastern cottontail
678241,UNKBM,Unknown bird - medium
674065,UNKBS,Unknown bird - small
678195,UNKBS,Unknown bird - small
676778,UNKBS,Unknown bird - small
680836,UNKBS,Unknown bird - small
677003,UNKBS,Unknown bird - small
678636,UNKBM,Unknown bird - medium
678803,UNKBS,Unknown bird - small
678881,NE1,Gulls
671512,UNKBS,Unknown bird - small
679668,UNKBS,Unknown bird - small
672242,UNKBM,Unknown bird - medium
677294,K1,New World vultures
679639,UNKBL,Unknown bird - large
673479,UNKBM,Unknown bird - medium
670866,UNKBM,Unknown bird - medium
675430,UNKBM,Unknown bird - medium
1079654,UNKBM,Unknown bird - medium
677792,UNKBM,Unknown bird - medium
673324,UNKBM,Unknown bird - medium
676470,UNKBS,Unknown bird - small
674058,UNKBS,Unknown bird - small
674793,UNKBM,Unknown bird - medium
675129,UNKBM,Unknown bird - medium
677253,UNKBM,Unknown bird - medium
677590,UNKBS,Unknown bird - small
832234,UNKBM,Unknown bird - medium
668813,UNKBS,Unknown bird - small
671203,UNKBS,Unknown bird - small
673157,ZT1,Blackbirds
679524,R,Owls
674512,UNKBS,Unknown bird - small
678185,UNKBL,Unknown bird - large
672039,ZX3,Sparrows
673603,Z6018,Wood thrush
673995,UNKBM,Unknown bird - medium
667833,UNKBM,Unknown bird - medium
675303,UNKBS,Unknown bird - small
672008,NE1,Gulls
671159,UNKBM,Unknown bird - medium
675448,UNKBS,Unknown bird - small
677338,ZT1,Blackbirds
675460,UNKBS,Unknown bird - small
675512,ZX3,Sparrows
674308,UNKBS,Unknown bird - small
674282,UNKBM,Unknown bird - medium
673072,UNKBM,Unknown bird - medium
669911,UNKBS,Unknown bird - small
669640,UNKBL,Unknown bird - large
673786,ZX3,Sparrows
670695,K,"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras"
674113,UNKBS,Unknown bird - small
672032,UNKBS,Unknown bird - small
666355,UNKBM,Unknown bird - medium
673416,UNKBS,Unknown bird - small
674748,J2204,Canada goose
671088,UNKBS,Unknown bird - small
669529,UNKBS,Unknown bird - small
673304,ZX000,Finches
667089,NE1,Gulls
673659,1C2,Microbats
673779,UNKBS,Unknown bird - small
669403,UNKBS,Unknown bird - small
676572,NE1,Gulls
670717,UNKBS,Unknown bird - small
667881,O2111,Rock pigeon
673331,UNKBM,Unknown bird - medium
671713,UNKBM,Unknown bird - medium
674878,UNKBL,Unknown bird - large
666127,UNKBS,Unknown bird - small
669603,UNKBM,Unknown bird - medium
673143,L4101,Northern bobwhite
668667,K33,Hawks
667687,UNKBM,Unknown bird - medium
676729,UNKBS,Unknown bird - small
671332,ZX3,Sparrows
667936,J2204,Canada goose
671898,UNKBM,Unknown bird - medium
674215,UNKBM,Unknown bird - medium
669889,UNKBS,Unknown bird - small
674038,1G11,White-tailed deer
672513,UNKBM,Unknown bird - medium
675765,UNKBS,Unknown bird - small
671158,NE1,Gulls
672152,UNKBS,Unknown bird - small
672508,UNKBM,Unknown bird - medium
667836,O2205,Mourning dove
668678,K33,Hawks
662735,UNKBM,Unknown bird - medium
668526,UNKBM,Unknown bird - medium
668896,O2205,Mourning dove
665450,UNKBS,Unknown bird - small
672064,O2111,Rock pigeon
670195,UNKBS,Unknown bird - small
670282,UNKBS,Unknown bird - small
670504,UNKBM,Unknown bird - medium
663717,ZX3,Sparrows
673221,ZX3,Sparrows
666806,UNKBM,Unknown bird - medium
670653,UNKBL,Unknown bird - large
666885,UNKBS,Unknown bird - small
668020,UNKBM,Unknown bird - medium
667774,UNKBS,Unknown bird - small
665062,UNKBM,Unknown bird - medium
669521,UNKBL,Unknown bird - large
674986,UNKBS,Unknown bird - small
675457,UNKBM,Unknown bird - medium
671635,UNKBM,Unknown bird - medium
665056,UNKBL,Unknown bird - large
665527,UNKBS,Unknown bird - small
667710,UNKBS,Unknown bird - small
665379,UNKBM,Unknown bird - medium
671303,UNKBM,Unknown bird - medium
668000,UNKBM,Unknown bird - medium
667356,UNKBS,Unknown bird - small
668847,UNKBL,Unknown bird - large
669371,UNKBM,Unknown bird - medium
674990,UNKBS,Unknown bird - small
670006,UNKBS,Unknown bird - small
665896,UNKBM,Unknown bird - medium
669876,UNKBS,Unknown bird - small
665716,UNKBS,Unknown bird - small
831515,UNKBM,Unknown bird - medium
665307,UNKBM,Unknown bird - medium
661944,UNKBM,Unknown bird - medium
668804,YL001,European starling
665426,UNKBM,Unknown bird - medium
670499,1F11,Coyote
668420,YI,Swallows
666777,ZT1,Blackbirds
667068,UNKBS,Unknown bird - small
660315,UNKBM,Unknown bird - medium
663687,UNKBS,Unknown bird - small
665336,UNKBS,Unknown bird - small
669456,UNKBS,Unknown bird - small
668091,N5111,Killdeer
665061,O2111,Rock pigeon
662771,J2204,Canada goose
665838,UNKBS,Unknown bird - small
663792,UNKBS,Unknown bird - small
665246,UNKBM,Unknown bird - medium
662500,UNKBM,Unknown bird - medium
665004,UNKBS,Unknown bird - small
659912,UNKBS,Unknown bird - small
669749,YM11,Crows
667638,1F13,Foxes
663490,UNKBS,Unknown bird - small
667419,ZT1,Blackbirds
666845,UNKBS,Unknown bird - small
663021,UNKBS,Unknown bird - small
666259,UNKBM,Unknown bird - medium
668060,UNKBS,Unknown bird - small
662383,UNKBM,Unknown bird - medium
664362,NE1,Gulls
658174,UNKBS,Unknown bird - small
659812,UNKBM,Unknown bird - medium
661671,K33,Hawks
660823,NE1,Gulls
663459,ZT1,Blackbirds
662150,K33,Hawks
666557,UNKBM,Unknown bird - medium
663770,UNKBM,Unknown bird - medium
665039,UNKBM,Unknown bird - medium
663804,NE1,Gulls
661782,UNKBS,Unknown bird - small
659266,UNKBL,Unknown bird - large
661818,1F11,Coyote
665876,UNKBS,Unknown bird - small
662193,UNKBM,Unknown bird - medium
660902,NE1,Gulls
658957,UNKBS,Unknown bird - small
659969,UNKBM,Unknown bird - medium
662740,K1002,Turkey vulture
663235,UNKBM,Unknown bird - medium
665286,ZT1,Blackbirds
658978,UNKBS,Unknown bird - small
663904,UNKBM,Unknown bird - medium
831548,Z5,"Thrashers, mockingbirds, catbirds"
659641,Z6004,Swainson's thrush
662444,UNKBS,Unknown bird - small
667411,UNKBS,Unknown bird - small
659447,UNKBM,Unknown bird - medium
661377,UNKBS,Unknown bird - small
661697,UNKBM,Unknown bird - medium
661821,UNKBM,Unknown bird - medium
657404,UNKBS,Unknown bird - small
1078483,UNKBM,Unknown bird - medium
661919,O2205,Mourning dove
664888,UNKBM,Unknown bird - medium
653040,UNKBS,Unknown bird - small
657956,UNKBS,Unknown bird - small
662125,UNKBM,Unknown bird - medium
659488,UNKBS,Unknown bird - small
659307,UNKBS,Unknown bird - small
659333,UNKBS,Unknown bird - small
662582,UNKBS,Unknown bird - small
668288,UNKBS,Unknown bird - small
661819,UNKBS,Unknown bird - small
664231,UNKBS,Unknown bird - small
661437,1F11,Coyote
663398,UNKBS,Unknown bird - small
658392,UNKBS,Unknown bird - small
664988,UNKBS,Unknown bird - small
663353,UNKBM,Unknown bird - medium
656205,N5111,Killdeer
657470,UNKBS,Unknown bird - small
658663,UNKBS,Unknown bird - small
665178,J2204,Canada goose
663201,UNKBS,Unknown bird - small
1078692,UNKBM,Unknown bird - medium
664947,ZT1,Blackbirds
664420,UNKBS,Unknown bird - small
665869,K1,New World vultures
666019,UNKBS,Unknown bird - small
657230,N6,"Sandpipers, curlews, phalaropes, allies"
653717,YI,Swallows
659372,UNKBS,Unknown bird - small
656152,UNKBM,Unknown bird - medium
655827,UNKBS,Unknown bird - small
658750,YM1102,American crow
657982,UNKBS,Unknown bird - small
653601,UNKBM,Unknown bird - medium
663019,UNKBS,Unknown bird - small
656534,N5111,Killdeer
658403,1G11,White-tailed deer
654438,UNKBS,Unknown bird - small
656462,UNKBS,Unknown bird - small
658405,UNKBS,Unknown bird - small
659646,UNKBM,Unknown bird - medium
661771,UNKBM,Unknown bird - medium
1078737,UNKBM,Unknown bird - medium
661603,J2204,Canada goose
831205,UNKBM,Unknown bird - medium
657120,UNKBM,Unknown bird - medium
659075,UNKBS,Unknown bird - small
656407,UNKBS,Unknown bird - small
658023,J2204,Canada goose
649615,UNKBS,Unknown bird - small
659134,UNKBS,Unknown bird - small
659410,YM1102,American crow
655172,NE1,Gulls
660865,NE1,Gulls
656990,UNKBM,Unknown bird - medium
655196,UNKBM,Unknown bird - medium
655596,NE1,Gulls
655506,UNKBS,Unknown bird - small
661180,NE1,Gulls
652508,UNKBM,Unknown bird - medium
657091,O2205,Mourning dove
653652,1G11,White-tailed deer
658422,UNKBM,Unknown bird - medium
657238,UNKBM,Unknown bird - medium
650432,UNKBM,Unknown bird - medium
658788,ZX3,Sparrows
657758,UNKBM,Unknown bird - medium
664422,J2204,Canada goose
656085,UNKBM,Unknown bird - medium
651691,UNKBM,Unknown bird - medium
654341,UNKBM,Unknown bird - medium
651179,UNKBS,Unknown bird - small
652246,UNKBM,Unknown bird - medium
658209,J2204,Canada goose
653319,UNKBS,Unknown bird - small
657175,UNKBM,Unknown bird - medium
654587,UNKBM,Unknown bird - medium
654333,UNKBM,Unknown bird - medium
656033,ZX3,Sparrows
653083,UNKBM,Unknown bird - medium
657445,UNKBM,Unknown bird - medium
655401,UNKBS,Unknown bird - small
651574,UNKBM,Unknown bird - medium
650597,UNKBM,Unknown bird - medium
656731,UNKBM,Unknown bird - medium
655636,UNKBS,Unknown bird - small
652675,UNKBM,Unknown bird - medium
654482,NE1,Gulls
651834,O2205,Mourning dove
652828,UNKBS,Unknown bird - small
652813,J2204,Canada goose
657051,J2204,Canada goose
660020,UNKBM,Unknown bird - medium
653983,UNKBS,Unknown bird - small
654015,O2205,Mourning dove
654247,UNKBS,Unknown bird - small
650781,UNKBS,Unknown bird - small
653103,UNKBS,Unknown bird - small
653560,UNKBL,Unknown bird - large
655258,YL001,European starling
653135,UNKBS,Unknown bird - small
653567,UNKBS,Unknown bird - small
654458,YM11,Crows
652540,O2205,Mourning dove
655096,O2111,Rock pigeon
653835,UNKBS,Unknown bird - small
649071,UNKBM,Unknown bird - medium
647300,UNKBS,Unknown bird - small
656073,UNKBM,Unknown bird - medium
649996,UNKBM,Unknown bird - medium
650888,Z6007,American robin
648641,UNKBS,Unknown bird - small
655479,UNKBS,Unknown bird - small
648448,YM11,Crows
649762,UNKBS,Unknown bird - small
652227,UNKBM,Unknown bird - medium
649982,UNKBS,Unknown bird - small
653700,N5111,Killdeer
654246,UNKBM,Unknown bird - medium
652208,ZX3,Sparrows
649244,UNKBM,Unknown bird - medium
652201,ZX3,Sparrows
650022,UNKBM,Unknown bird - medium
649774,NE1,Gulls
646495,UNKBS,Unknown bird - small
649960,Z4,Wrens
641698,J2204,Canada goose
651717,ZX3,Sparrows
647298,YL001,European starling
655387,UNKBS,Unknown bird - small
649220,UNKBM,Unknown bird - medium
651588,UNKBM,Unknown bird - medium
649218,UNKBS,Unknown bird - small
656398,NE1,Gulls
651069,UNKBL,Unknown bird - large
653632,UNKBM,Unknown bird - medium
650094,NE1,Gulls
649865,K33,Hawks
654229,O2205,Mourning dove
648210,UNKBL,Unknown bird - large
650281,UNKBL,Unknown bird - large
649336,YL001,European starling
646772,O2205,Mourning dove
650492,UNKBS,Unknown bird - small
649498,UNKBM,Unknown bird - medium
651181,UNKBL,Unknown bird - large
651317,K33,Hawks
650476,UNKBL,Unknown bird - large
648265,YM11,Crows
650583,ZT1,Blackbirds
650940,UNKBM,Unknown bird - medium
647301,UNKBM,Unknown bird - medium
829278,UNKBM,Unknown bird - medium
649952,ZT1,Blackbirds
651019,UNKBS,Unknown bird - small
648845,UNKBM,Unknown bird - medium
1079522,UNKBM,Unknown bird - medium
651051,UNKBM,Unknown bird - medium
645484,UNKBS,Unknown bird - small
647468,UNKBM,Unknown bird - medium
644880,UNKBS,Unknown bird - small
645819,UNKBS,Unknown bird - small
651713,UNKBS,Unknown bird - small
654589,K3302,Red-tailed hawk
650598,UNKBM,Unknown bird - medium
650879,UNKBS,Unknown bird - small
646019,UNKBM,Unknown bird - medium
652537,ZT001,Eastern meadowlark
641741,UNKBS,Unknown bird - small
647148,YL001,European starling
648412,UNKBM,Unknown bird - medium
647018,UNKBM,Unknown bird - medium
647172,UNKBM,Unknown bird - medium
651852,O2111,Rock pigeon
647825,UNKBS,Unknown bird - small
652320,UNKBM,Unknown bird - medium
647490,UNKBS,Unknown bird - small
650023,UNKBM,Unknown bird - medium
650683,UNKBS,Unknown bird - small
649282,UNKBS,Unknown bird - small
643920,UNKBM,Unknown bird - medium
646500,UNKBS,Unknown bird - small
647716,O2111,Rock pigeon
648593,UNKBS,Unknown bird - small
643838,UNKBM,Unknown bird - medium
644994,Z6007,American robin
646133,UNKBM,Unknown bird - medium
646482,UNKBS,Unknown bird - small
654357,UNKBS,Unknown bird - small
646363,UNKBS,Unknown bird - small
649260,UNKBS,Unknown bird - small
645276,O2111,Rock pigeon
649663,UNKBS,Unknown bird - small
645392,UNKBS,Unknown bird - small
652687,O2205,Mourning dove
644468,1G11,White-tailed deer
646371,UNKBM,Unknown bird - medium
646522,UNKBS,Unknown bird - small
647981,UNKBM,Unknown bird - medium
644164,ZX3,Sparrows
645805,O2111,Rock pigeon
643056,UNKBS,Unknown bird - small
648760,UNKBM,Unknown bird - medium
643212,O2205,Mourning dove
650612,O2205,Mourning dove
647230,NE1,Gulls
640448,UNKBM,Unknown bird - medium
645111,UNKBS,Unknown bird - small
648008,YL001,European starling
646141,YL001,European starling
646528,K3302,Red-tailed hawk
648825,ZT1,Blackbirds
647525,ZT1,Blackbirds
644331,NE1,Gulls
644567,UNKBS,Unknown bird - small
644212,UNKBS,Unknown bird - small
644874,UNKBM,Unknown bird - medium
643598,O2111,Rock pigeon
645992,UNKBM,Unknown bird - medium
645932,UNKBS,Unknown bird - small
647361,O2111,Rock pigeon
643215,UNKBM,Unknown bird - medium
649196,UNKBS,Unknown bird - small
646642,K33,Hawks
642972,UNKBM,Unknown bird - medium
643470,UNKBM,Unknown bird - medium
643949,UNKBS,Unknown bird - small
648636,UNKBM,Unknown bird - medium
650981,UNKBL,Unknown bird - large
645878,UNKBS,Unknown bird - small
648812,UNKBM,Unknown bird - medium
648643,NE104,Ring-billed gull
643977,NE104,Ring-billed gull
644368,O2111,Rock pigeon
639700,UNKBS,Unknown bird - small
644170,ZT1,Blackbirds
640174,UNKBM,Unknown bird - medium
644750,NE1,Gulls
643799,NE104,Ring-billed gull
647058,NE104,Ring-billed gull
643167,K33,Hawks
646720,UNKBM,Unknown bird - medium
646055,ZT1,Blackbirds
645050,NE104,Ring-billed gull
652106,NE1,Gulls
650719,UNKBM,Unknown bird - medium
644063,UNKBS,Unknown bird - small
641128,O2111,Rock pigeon
642979,UNKBS,Unknown bird - small
643987,UNKBS,Unknown bird - small
641789,K33,Hawks
646342,ZT1,Blackbirds
829212,UNKBM,Unknown bird - medium
641683,NE1,Gulls
640258,UNKBS,Unknown bird - small
638733,UNKBS,Unknown bird - small
640184,K33,Hawks
643116,K1,New World vultures
640000,N5111,Killdeer
645397,UNKBM,Unknown bird - medium
647575,R,Owls
638715,O2205,Mourning dove
643731,UNKBM,Unknown bird - medium
641298,UNKBS,Unknown bird - small
684233,UNKBS,Unknown bird - small
641626,UNKBS,Unknown bird - small
641829,UNKBM,Unknown bird - medium
641830,UNKBM,Unknown bird - medium
643087,UNKBM,Unknown bird - medium
646048,UNKBM,Unknown bird - medium
638945,UNKBM,Unknown bird - medium
639348,UNKBS,Unknown bird - small
640286,J2204,Canada goose
644240,UNKBM,Unknown bird - medium
640630,UNKBM,Unknown bird - medium
828812,UNKBM,Unknown bird - medium
644144,UNKBM,Unknown bird - medium
643290,UNKBS,Unknown bird - small
642063,UNKBM,Unknown bird - medium
665475,UNKBM,Unknown bird - medium
641768,UNKBS,Unknown bird - small
642989,ZT1,Blackbirds
640524,UNKBM,Unknown bird - medium
639219,UNKBL,Unknown bird - large
645603,UNKBM,Unknown bird - medium
641823,UNKBM,Unknown bird - medium
642212,UNKBS,Unknown bird - small
643191,UNKBM,Unknown bird - medium
638875,UNKBS,Unknown bird - small
638955,UNKBS,Unknown bird - small
640279,UNKBS,Unknown bird - small
646003,UNKBS,Unknown bird - small
638624,O2205,Mourning dove
638892,UNKBM,Unknown bird - medium
639216,UNKBS,Unknown bird - small
645583,UNKBM,Unknown bird - medium
639190,UNKBS,Unknown bird - small
648114,UNKBM,Unknown bird - medium
642760,UNKBM,Unknown bird - medium
644308,ZX3,Sparrows
638441,UNKBS,Unknown bird - small
647287,UNKBM,Unknown bird - medium
639895,UNKBM,Unknown bird - medium
647120,UNKBM,Unknown bird - medium
639225,YL001,European starling
641743,UNKBS,Unknown bird - small
638492,UNKBS,Unknown bird - small
639182,K33,Hawks
641507,O2205,Mourning dove
642678,UNKBM,Unknown bird - medium
646428,UNKBM,Unknown bird - medium
640224,J2204,Canada goose
640548,UNKBL,Unknown bird - large
642627,O2205,Mourning dove
642665,ZT1,Blackbirds
639359,ZX3,Sparrows
642491,UNKBS,Unknown bird - small
641081,O2205,Mourning dove
642736,UNKBS,Unknown bird - small
642481,Z6007,American robin
640846,UNKBS,Unknown bird - small
638559,YL001,European starling
638658,UNKBM,Unknown bird - medium
644310,O2205,Mourning dove
640445,UNKBM,Unknown bird - medium
638419,K3302,Red-tailed hawk
639150,O2111,Rock pigeon
641079,ZT1,Blackbirds
639258,Z6007,American robin
642889,UNKBS,Unknown bird - small
644700,UNKBS,Unknown bird - small
638629,UNKBS,Unknown bird - small
639365,UNKBM,Unknown bird - medium
639541,UNKBS,Unknown bird - small
640422,UNKBM,Unknown bird - medium
640406,UNKBS,Unknown bird - small
640468,ZT1,Blackbirds
638773,UNKBS,Unknown bird - small
642380,UNKBS,Unknown bird - small
639116,UNKBM,Unknown bird - medium
639337,UNKBM,Unknown bird - medium
639449,O2205,Mourning dove
642612,UNKBS,Unknown bird - small
640467,UNKBM,Unknown bird - medium
639483,UNKBS,Unknown bird - small
640222,UNKBM,Unknown bird - medium
642228,K33,Hawks
640949,UNKBM,Unknown bird - medium
639371,UNKBS,Unknown bird - small
642159,UNKBL,Unknown bird - large
642246,UNKBM,Unknown bird - medium
643020,K3302,Red-tailed hawk
646738,UNKBS,Unknown bird - small
639146,NE1,Gulls
639430,UNKBS,Unknown bird - small
633309,O2111,Rock pigeon
634726,UNKBS,Unknown bird - small
636216,YL001,European starling
633739,UNKBL,Unknown bird - large
636671,UNKBM,Unknown bird - medium
634197,ZX3,Sparrows
633113,UNKBS,Unknown bird - small
632226,UNKBM,Unknown bird - medium
632444,UNKBS,Unknown bird - small
633640,UNKBS,Unknown bird - small
829239,ZX,"Finches, cardinals, buntings, sparrows"
631530,YL001,European starling
633963,UNKBL,Unknown bird - large
635163,YL001,European starling
637320,UNKBM,Unknown bird - medium
630311,UNKBS,Unknown bird - small
633693,UNKBS,Unknown bird - small
634576,UNKBS,Unknown bird - small
634291,UNKBS,Unknown bird - small
634549,UNKBS,Unknown bird - small
634514,UNKBS,Unknown bird - small
636089,UNKBM,Unknown bird - medium
632305,J2204,Canada goose
633580,UNKBM,Unknown bird - medium
634501,J2204,Canada goose
633686,ZX3,Sparrows
634354,UNKBM,Unknown bird - medium
632856,O2205,Mourning dove
636112,UNKBM,Unknown bird - medium
629578,UNKBM,Unknown bird - medium
632703,UNKBM,Unknown bird - medium
637726,ZX3,Sparrows
623808,UNKBS,Unknown bird - small
632079,UNKBS,Unknown bird - small
632656,O2111,Rock pigeon
632163,YL001,European starling
634612,UNKBM,Unknown bird - medium
636961,ZT1,Blackbirds
631035,UNKBS,Unknown bird - small
636712,O2111,Rock pigeon
634145,UNKBS,Unknown bird - small
629277,NE1,Gulls
630550,UNKBM,Unknown bird - medium
635063,UNKBS,Unknown bird - small
633276,UNKBM,Unknown bird - medium
631053,YL001,European starling
829429,UNKBM,Unknown bird - medium
636263,UNKBM,Unknown bird - medium
634379,UNKBM,Unknown bird - medium
636935,UNKBM,Unknown bird - medium
633208,O2205,Mourning dove
631673,ZX3,Sparrows
629107,UNKBM,Unknown bird - medium
634697,UNKBM,Unknown bird - medium
635119,J2204,Canada goose
627499,UNKBM,Unknown bird - medium
632354,UNKBM,Unknown bird - medium
625340,UNKBS,Unknown bird - small
631529,UNKBM,Unknown bird - medium
